Mut-hIDR1,SNRNP200,1
Mut-hIDR1,TOP2A,1
Mut-hIDR1,PRPF8,1
Mut-hIDR1,DHX9,1
Mut-hIDR1,DHX9,1
Mut-hIDR1,HNRNPU,1
Mut-hIDR1,PDCD11,1
Mut-hIDR1,MSH6,1
Mut-hIDR1,MYH9,1
Mut-hIDR1,EEF1A1,1
Mut-hIDR1,DDX21,1
Mut-hIDR1,CHD4,1
Mut-hIDR1,RIF1,1
Mut-hIDR1,EFTUD2,1
Mut-hIDR1,COPA,1
Mut-hIDR1,SUPT6H,1
Mut-hIDR1,UTP20,1
Mut-hIDR1,SUPT16H,1
Mut-hIDR1,RSL1D1,1
Mut-hIDR1,MKI67,1
Mut-hIDR1,FASN,1
Mut-hIDR1,GCN1,1
Mut-hIDR1,CAD,1
Mut-hIDR1,SMARCA5,1
Mut-hIDR1,TPR,1
Mut-hIDR1,DNMT1,1
Mut-hIDR1,RANBP2,1
Mut-hIDR1,TRIP12,1
Mut-hIDR1,COPB1,1
Mut-hIDR1,SUPT5H,1
Mut-hIDR1,SF3B3,1
Mut-hIDR1,NAT10,1
Mut-hIDR1,GART,1
Mut-hIDR1,DHX15,1
Mut-hIDR1,URB1,1
Mut-hIDR1,SMC3,1
Mut-hIDR1,MCM5,1
Mut-hIDR1,NUP155,1
Mut-hIDR1,NUP133,1
Mut-hIDR1,SYNCRIP,1
Mut-hIDR1,NUP160,1
Mut-hIDR1,D1PAS1,1
Mut-hIDR1,DDX18,1
Mut-hIDR1,MYH10,1
Mut-hIDR1,RCC2,1
Mut-hIDR1,POLR2A,1
Mut-hIDR1,WDR43,1
Mut-hIDR1,UBTF,1
Mut-hIDR1,SMARCA4,1
Mut-hIDR1,SALL4,1
Mut-hIDR1,RPL3,1
Mut-hIDR1,ANAPC1,1
Mut-hIDR1,UPF1,1
Mut-hIDR1,COPG1,1
Mut-hIDR1,DDX3Y,1
Mut-hIDR1,COPB2,1
Mut-hIDR1,WDR3,1
Mut-hIDR1,GNL3,1
Mut-hIDR1,SSRP1,1
Mut-hIDR1,SAFB,1
Mut-hIDR1,DKC1,1
Mut-hIDR1,TBL3,1
Mut-hIDR1,ATP2A2,1
Mut-hIDR1,SMC2,1
Mut-hIDR1,EIF3B,1
Mut-hIDR1,KIF4,1
Mut-hIDR1,NOP2,1
Mut-hIDR1,BOP1,1
Mut-hIDR1,MOV10,1
Mut-hIDR1,CNOT1,1
Mut-hIDR1,EIF4G1,1
Mut-hIDR1,POLR2B,1
Mut-hIDR1,SMC1A,1
Mut-hIDR1,SUZ12,1
Mut-hIDR1,AHCTF1,1
Mut-hIDR1,TOP1,1
Mut-hIDR1,PDS5A,1
Mut-hIDR1,CTNNB1,1
Mut-hIDR1,CEBPZ,1
Mut-hIDR1,SIN3A,1
Mut-hIDR1,NUP93,1
Mut-hIDR1,TOP2B,1
Mut-hIDR1,BAZ2A,1
Mut-hIDR1,EIF5B,1
Mut-hIDR1,PUM3,1
Mut-hIDR1,HNRNPUL2,1
Mut-hIDR1,INTS1,1
Mut-hIDR1,SMC4,1
Mut-hIDR1,SYMPK,1
Mut-hIDR1,NVL,1
Mut-hIDR1,KHDRBS1,1
Mut-hIDR1,POLD1,1
Mut-hIDR1,RBM28,1
Mut-hIDR1,AQR,1
Mut-hIDR1,DDX46,1
Mut-hIDR1,EEF1A2,1
Mut-hIDR1,HSPG2,1
Mut-hIDR1,GTPBP4,1
Mut-hIDR1,USP48,1
Mut-hIDR1,KDM1A,1
Mut-hIDR1,HELLS,1
Mut-hIDR1,THOC2,1
Mut-hIDR1,UTP14A,1
Mut-hIDR1,DDX24,1
Mut-hIDR1,ANAPC7,1
Mut-hIDR1,ALDH18A1,1
Mut-hIDR1,COPG2,1
Mut-hIDR1,NUP188,1
Mut-hIDR1,ABCF1,1
Mut-hIDR1,RRP1B,1
Mut-hIDR1,UTP4,1
Mut-hIDR1,GTF3C1,1
Mut-hIDR1,EXOSC10,1
Mut-hIDR1,USP48,1
Mut-hIDR1,DDB1,1
Mut-hIDR1,ARCN1,1
Mut-hIDR1,FXR1,1
Mut-hIDR1,DDX54,1
Mut-hIDR1,EIF3D,1
Mut-hIDR1,FUBP1,1
Mut-hIDR1,DARS1,1
Mut-hIDR1,POLR1A,1
Mut-hIDR1,TRIM71,1
Mut-hIDR1,USP9X,1
Mut-hIDR1,ORC1,1
Mut-hIDR1,EDC4,1
Mut-hIDR1,WDR75,1
Mut-hIDR1,NOC3L,1
Mut-hIDR1,CDK11B,1
Mut-hIDR1,HNRNPLL,1
Mut-hIDR1,PFKL,1
Mut-hIDR1,CTCF,1
Mut-hIDR1,PLRG1,1
Mut-hIDR1,RAD50,1
Mut-hIDR1,KDM5B,1
Mut-hIDR1,ATRX,1
Mut-hIDR1,HDAC1,1
Mut-hIDR1,LIG3,1
Mut-hIDR1,MDC1,1
Mut-hIDR1,FN1,1
Mut-hIDR1,POGZ,1
Mut-hIDR1,TASOR,1
Mut-hIDR1,H2BU1,1
Mut-hIDR1,SAFB2,1
Mut-hIDR1,RPA1,1
Mut-hIDR1,UTP15,1
Mut-hIDR1,PES1,1
Mut-hIDR1,DIS3,1
Mut-hIDR1,CDC23,1
Mut-hIDR1,BCLAF1,1
Mut-hIDR1,ABCE1,1
Mut-hIDR1,PRPF40A,1
Mut-hIDR1,WDR46,1
Mut-hIDR1,DIEXF,1
Mut-hIDR1,CPSF1,1
Mut-hIDR1,LAS1L,1
Mut-hIDR1,SMU1,1
Mut-hIDR1,ANAPC5,1
Mut-hIDR1,ELP1,1
Mut-hIDR1,CDC27,1
Mut-hIDR1,PWP2,1
Mut-hIDR1,NUP214,1
Mut-hIDR1,MACROH2A1,1
Mut-hIDR1,LRWD1,1
Mut-hIDR1,LIMA1,1
Mut-hIDR1,AP2A1,1
Mut-hIDR1,PSMD3,1
Mut-hIDR1,CTR9,1
Mut-hIDR1,RPN2,1
Mut-hIDR1,AP2A2,1
Mut-hIDR1,BAZ1B,1
Mut-hIDR1,PC,1
Mut-hIDR1,RPL5,1
Mut-hIDR1,DDX51,1
Mut-hIDR1,ZNF638,1
Mut-hIDR1,SENP3,1
Mut-hIDR1,MTF2,1
Mut-hIDR1,ORC3,1
Mut-hIDR1,USP39,1
Mut-hIDR1,XAB2,1
Mut-hIDR1,SMCHD1,1
Mut-hIDR1,MORC3,1
Mut-hIDR1,KIF11,1
Mut-hIDR1,DDX10,1
Mut-hIDR1,UBR4,1
Mut-hIDR1,USP10,1
Mut-hIDR1,DOCK6,1
Mut-hIDR1,NOL10,1
Mut-hIDR1,ZMYM2,1
Mut-hIDR1,PPAN,1
Mut-hIDR1,DDX27,1
Mut-hIDR1,TRRAP,1
Mut-hIDR1,NXF1,1
Mut-hIDR1,NOL9,1
Mut-hIDR1,DDX52,1
Mut-hIDR1,DNMT3B,1
Mut-hIDR1,NSF,1
Mut-hIDR1,SMARCA1,1
Mut-hIDR1,NOL11,1
Mut-hIDR1,HSD17B4,1
Mut-hIDR1,KIF2C,1
Mut-hIDR1,ORC2,1
Mut-hIDR1,IGH_3,1
Mut-hIDR1,LBR,1
Mut-hIDR1,PCCA,1
Mut-hIDR1,FANCI,1
Mut-hIDR1,PLEC,1
Mut-hIDR1,ANAPC4,1
Mut-hIDR1,ZMYM4,1
Mut-hIDR1,SUN1,1
Mut-hIDR1,POLA1,1
Mut-hIDR1,SUN1,1
Mut-hIDR1,HCFC1,1
Mut-hIDR1,INO80,1
Mut-hIDR1,ATL2,1
Mut-hIDR1,PFKP,1
Mut-hIDR1,MGA,1
Mut-hIDR1,RRP9,1
Mut-hIDR1,UTP6,1
Mut-hIDR1,GEMIN5,1
Mut-hIDR1,JADE1,1
Mut-hIDR1,JARID2,1
Mut-hIDR1,DDX50,1
Mut-hIDR1,RFC1,1
Mut-hIDR1,DHX36,1
Mut-hIDR1,RCOR2,1
Mut-hIDR1,IGKC,1
Mut-hIDR1,GTF2I,1
Mut-hIDR1,RBM19,1
Mut-hIDR1,VIRMA,1
Mut-hIDR1,WAPL,1
Mut-hIDR1,MACF1,1
Mut-hIDR1,TFCP2L1,1
Mut-hIDR1,PRMT1,1
Mut-hIDR1,TSR1,1
Mut-hIDR1,POLE,1
Mut-hIDR1,ZFR,1
Mut-hIDR1,AGO2,1
Mut-hIDR1,SBNO1,1
Mut-hIDR1,MAD1L1,1
Mut-hIDR1,GLYR1,1
Mut-hIDR1,CLUH,1
Mut-hIDR1,INTS5,1
Mut-hIDR1,PRRC2C,1
Mut-hIDR1,WDR18,1
Mut-hIDR1,ANLN,1
Mut-hIDR1,EIF2A,1
Mut-hIDR1,DOCK7,1
Mut-hIDR1,IK,1
Mut-hIDR1,ARID1A,1
Mut-hIDR1,ANAPC2,1
Mut-hIDR1,STAG1,1
Mut-hIDR1,ZNF462,1
Mut-hIDR1,DHX29,1
Mut-hIDR1,INTS7,1
Mut-hIDR1,HTATSF1,1
Mut-hIDR1,SRBD1,1
Mut-hIDR1,KIF22,1
Mut-hIDR1,SRRM2,1
Mut-hIDR1,ANKRD17,1
Mut-hIDR1,GNL2,1
Mut-hIDR1,WDR12,1
Mut-hIDR1,CHAMP1,1
Mut-hIDR1,SRRM1,1
Mut-hIDR1,TRIM24,1
Mut-hIDR1,WDR76,1
Mut-hIDR1,POLR1B,1
Mut-hIDR1,KAT7,1
Mut-hIDR1,CDC73,1
Mut-hIDR1,RBPJ,1
Mut-hIDR1,EZH2,1
Mut-hIDR1,DDX6,1
Mut-hIDR1,HDAC2,1
Mut-hIDR1,CDC16,1
Mut-hIDR1,PLAA,1
Mut-hIDR1,MTA1,1
Mut-hIDR1,NMT1,1
Mut-hIDR1,YY1,1
Mut-hIDR1,BRD4,1
Mut-hIDR1,NOL8,1
Mut-hIDR1,DDX47,1
Mut-hIDR1,TJP1,1
Mut-hIDR1,MCCC1,1
Mut-hIDR1,BIRC6,1
Mut-hIDR1,FXR2,1
Mut-hIDR1,MYEF2,1
Mut-hIDR1,TAF1,1
Mut-hIDR1,NSD1,1
Mut-hIDR1,TAF5,1
Mut-hIDR1,RNF213,1
Mut-hIDR1,TRIM25,1
Mut-hIDR1,CSTF3,1
Mut-hIDR1,GATAD2A,1
Mut-hIDR1,KIF20B,1
Mut-hIDR1,PARP2,1
Mut-hIDR1,TAF6,1
Mut-hIDR1,THOC1,1
Mut-hIDR1,HUWE1,1
Mut-hIDR1,MRE11,1
Mut-hIDR1,RAD21,1
Mut-hIDR1,OGDH,1
Mut-hIDR1,GTF3C4,1
Mut-hIDR1,RBM26,1
Mut-hIDR1,ADNP,1
Mut-hIDR1,MCM3AP,1
Mut-hIDR1,CUL2,1
Mut-hIDR1,CYFIP1,1
Mut-hIDR1,NUP210,1
Mut-hIDR1,ZC3H18,1
Mut-hIDR1,NACC1,1
Mut-hIDR1,ACTR8,1
Mut-hIDR1,PBRM1,1
Mut-hIDR1,DDX31,1
Mut-hIDR1,NOMO1,1
Mut-hIDR1,ATP1A1,1
Mut-hIDR1,XRCC6,1
Mut-hIDR1,DCAF1,1
Mut-hIDR1,SLC25A5,1
Mut-hIDR1,KIF15,1
Mut-hIDR1,ORC5,1
Mut-hIDR1,PLK1,1
Mut-hIDR1,SMARCAD1,1
Mut-hIDR1,MPHOSPH8,1
Mut-hIDR1,NMT2,1
Mut-hIDR1,FMR1,1
Mut-hIDR1,YTHDC1,1
Mut-hIDR1,SEH1L,1
Mut-hIDR1,NID2,1
Mut-hIDR1,DCAF13,1
Mut-hIDR1,CHD1,1
Mut-hIDR1,ZFP57,1
Mut-hIDR1,TFIP11,1
Mut-hIDR1,USP36,1
Mut-hIDR1,ARIH1,1
Mut-hIDR1,DHX8,1
Mut-hIDR1,BEND3,1
Mut-hIDR1,NDC1,1
Mut-hIDR1,TOP3B,1
Mut-hIDR1,H2BC1,1
Mut-hIDR1,PAK1IP1,1
Mut-hIDR1,RBM34,1
Mut-hIDR1,SF3A2,1
Mut-hIDR1,ZNF512,1
Mut-hIDR1,BLM,1
Mut-hIDR1,XRCC5,1
Mut-hIDR1,ACTR5,1
Mut-hIDR1,DDX41,1
Mut-hIDR1,AAAS,1
Mut-hIDR1,NFRKB,1
Mut-hIDR1,DDX20,1
Mut-hIDR1,INTS4,1
Mut-hIDR1,KDM2B,1
Mut-hIDR1,CELF1,1
Mut-hIDR1,NUP88,1
Mut-hIDR1,DDX49,1
Mut-hIDR1,STAG2,1
Mut-hIDR1,POU5F1,1
Mut-hIDR1,KIF23,1
Mut-hIDR1,SNRPB,1
Mut-hIDR1,PAF1,1
Mut-hIDR1,ZC3H14,1
Mut-hIDR1,CRNKL1,1
Mut-hIDR1,PHIP,1
Mut-hIDR1,CPSF3,1
Mut-hIDR1,THOC5,1
Mut-hIDR1,YLPM1,1
Mut-hIDR1,BRD3,1
Mut-hIDR1,EHMT1,1
Mut-hIDR1,IGHG,1
Mut-hIDR1,KIF2A,1
Mut-hIDR1,RPP30,1
Mut-hIDR1,CORO1C,1
Mut-hIDR1,YWHAQ,1
Mut-hIDR1,DDX19A,1
Mut-hIDR1,CUL1,1
Mut-hIDR1,IGHG1,1
Mut-hIDR1,WDR74,1
Mut-hIDR1,DNMT3C,1
